statistic_label,year,county,unit,value,region
Disposable Income per Person (excluding Rent),2015,Kilkenny/Carlow,Euro,19595.4857150492,Southern
Disposable Income per Person (excluding Rent),2015,Cavan/Monaghan,Euro,17480.0468805455,Northern & Western
Disposable Income per Person (excluding Rent),2015,Clare,Euro,17376.9429560124,Southern
Disposable Income per Person (excluding Rent),2015,Cork,Euro,19188.7641841229,Southern
Disposable Income per Person (excluding Rent),2015,Donegal,Euro,15126.301925314,Northern & Western
Disposable Income per Person (excluding Rent),2015,Dublin,Euro,17815.7817478,Eastern & Midland
Disposable Income per Person (excluding Rent),2015,Galway,Euro,18677.9148344375,Northern & Western
Disposable Income per Person (excluding Rent),2015,Kerry,Euro,17235.6857408173,Southern
Disposable Income per Person (excluding Rent),2015,Kildare,Euro,16795.2443042606,Eastern & Midland
Disposable Income per Person (excluding Rent),2015,Kilkenny/Carlow,Euro,17424.6725241988,Southern
Disposable Income per Person (excluding Rent),2015,Laois/Offaly,Euro,14874.2598384673,Eastern & Midland
Disposable Income per Person (excluding Rent),2015,Sligo/Leitrim,Euro,17504.2632510036,Northern & Western
Disposable Income per Person (excluding Rent),2015,Limerick,Euro,18752.5210508604,Southern
Disposable Income per Person (excluding Rent),2015,Roscommon/Longford,Euro,15849.8329076034,Northern & Western
Disposable Income per Person (excluding Rent),2015,Louth,Euro,16004.4022506249,Eastern & Midland
Disposable Income per Person (excluding Rent),2015,Mayo,Euro,17564.1704358428,Northern & Western
Disposable Income per Person (excluding Rent),2015,Meath,Euro,15850.3974574826,Eastern & Midland
Disposable Income per Person (excluding Rent),2015,Cavan/Monaghan,Euro,17111.093862787,Northern & Western
Disposable Income per Person (excluding Rent),2015,Laois/Offaly,Euro,14988.7100685207,Eastern & Midland
Disposable Income per Person (excluding Rent),2015,Roscommon/Longford,Euro,17036.8729103574,Northern & Western
Disposable Income per Person (excluding Rent),2015,Sligo/Leitrim,Euro,17710.0549983491,Northern & Western
Disposable Income per Person (excluding Rent),2015,Tipperary,Euro,19348.5875029151,Southern
Disposable Income per Person (excluding Rent),2015,Waterford,Euro,18684.9062444554,Southern
Disposable Income per Person (excluding Rent),2015,Westmeath,Euro,16697.3999719998,Eastern & Midland
Disposable Income per Person (excluding Rent),2015,Wexford,Euro,18026.3887991393,Southern
Disposable Income per Person (excluding Rent),2015,Wicklow,Euro,17138.7239167196,Eastern & Midland
Disposable Income per Person (excluding Rent),2016,Kilkenny/Carlow,Euro,20204.9770644237,Southern
Disposable Income per Person (excluding Rent),2016,Cavan/Monaghan,Euro,17984.7704594722,Northern & Western
Disposable Income per Person (excluding Rent),2016,Clare,Euro,17944.7951069637,Southern
Disposable Income per Person (excluding Rent),2016,Cork,Euro,19555.5798394886,Southern
Disposable Income per Person (excluding Rent),2016,Donegal,Euro,15351.6675156232,Northern & Western
Disposable Income per Person (excluding Rent),2016,Dublin,Euro,18733.6236531956,Eastern & Midland
Disposable Income per Person (excluding Rent),2016,Galway,Euro,19197.7581371717,Northern & Western
Disposable Income per Person (excluding Rent),2016,Kerry,Euro,18462.9773779327,Southern
Disposable Income per Person (excluding Rent),2016,Kildare,Euro,17706.221914202,Eastern & Midland
Disposable Income per Person (excluding Rent),2016,Kilkenny/Carlow,Euro,17852.8712918736,Southern
Disposable Income per Person (excluding Rent),2016,Laois/Offaly,Euro,15444.8195801066,Eastern & Midland
Disposable Income per Person (excluding Rent),2016,Sligo/Leitrim,Euro,18029.9119520111,Northern & Western
Disposable Income per Person (excluding Rent),2016,Limerick,Euro,19357.8162756593,Southern
Disposable Income per Person (excluding Rent),2016,Roscommon/Longford,Euro,16480.9741957278,Northern & Western
Disposable Income per Person (excluding Rent),2016,Louth,Euro,16647.3009211869,Eastern & Midland
Disposable Income per Person (excluding Rent),2016,Mayo,Euro,17908.229423755,Northern & Western
Disposable Income per Person (excluding Rent),2016,Meath,Euro,16502.9257889011,Eastern & Midland
Disposable Income per Person (excluding Rent),2016,Cavan/Monaghan,Euro,17574.2659005224,Northern & Western
Disposable Income per Person (excluding Rent),2016,Laois/Offaly,Euro,15502.8785343979,Eastern & Midland
Disposable Income per Person (excluding Rent),2016,Roscommon/Longford,Euro,17470.3912208262,Northern & Western
Disposable Income per Person (excluding Rent),2016,Sligo/Leitrim,Euro,18194.3113572713,Northern & Western
Disposable Income per Person (excluding Rent),2016,Tipperary,Euro,20706.4624309143,Southern
Disposable Income per Person (excluding Rent),2016,Waterford,Euro,18973.0650139156,Southern
Disposable Income per Person (excluding Rent),2016,Westmeath,Euro,17345.3076347468,Eastern & Midland
Disposable Income per Person (excluding Rent),2016,Wexford,Euro,18484.769642296,Southern
Disposable Income per Person (excluding Rent),2016,Wicklow,Euro,17734.5179124888,Eastern & Midland
Disposable Income per Person (excluding Rent),2017,Kilkenny/Carlow,Euro,21241.213507455,Southern
Disposable Income per Person (excluding Rent),2017,Cavan/Monaghan,Euro,18811.225240821,Northern & Western
Disposable Income per Person (excluding Rent),2017,Clare,Euro,18916.6635308386,Southern
Disposable Income per Person (excluding Rent),2017,Cork,Euro,20580.1128087255,Southern
Disposable Income per Person (excluding Rent),2017,Donegal,Euro,15888.1700655173,Northern & Western
Disposable Income per Person (excluding Rent),2017,Dublin,Euro,19798.0543319364,Eastern & Midland
Disposable Income per Person (excluding Rent),2017,Galway,Euro,20025.7968178895,Northern & Western
Disposable Income per Person (excluding Rent),2017,Kerry,Euro,19354.0334031821,Southern
Disposable Income per Person (excluding Rent),2017,Kildare,Euro,18410.8989961935,Eastern & Midland
Disposable Income per Person (excluding Rent),2017,Kilkenny/Carlow,Euro,18968.8009359626,Southern
Disposable Income per Person (excluding Rent),2017,Laois/Offaly,Euro,16219.0495959663,Eastern & Midland
Disposable Income per Person (excluding Rent),2017,Sligo/Leitrim,Euro,18667.7890942572,Northern & Western
Disposable Income per Person (excluding Rent),2017,Limerick,Euro,20595.6568626625,Southern
Disposable Income per Person (excluding Rent),2017,Roscommon/Longford,Euro,17349.3984718748,Northern & Western
Disposable Income per Person (excluding Rent),2017,Louth,Euro,17364.7259106941,Eastern & Midland
Disposable Income per Person (excluding Rent),2017,Mayo,Euro,18580.6557426515,Northern & Western
Disposable Income per Person (excluding Rent),2017,Meath,Euro,17409.0203128494,Eastern & Midland
Disposable Income per Person (excluding Rent),2017,Cavan/Monaghan,Euro,18366.8204432026,Northern & Western
Disposable Income per Person (excluding Rent),2017,Laois/Offaly,Euro,16160.5542247106,Eastern & Midland
Disposable Income per Person (excluding Rent),2017,Roscommon/Longford,Euro,18281.2896686189,Northern & Western
Disposable Income per Person (excluding Rent),2017,Sligo/Leitrim,Euro,19045.1656705552,Northern & Western
Disposable Income per Person (excluding Rent),2017,Tipperary,Euro,21507.6470070835,Southern
Disposable Income per Person (excluding Rent),2017,Waterford,Euro,20285.5210430862,Southern
Disposable Income per Person (excluding Rent),2017,Westmeath,Euro,18146.842018314,Eastern & Midland
Disposable Income per Person (excluding Rent),2017,Wexford,Euro,19374.4544677376,Southern
Disposable Income per Person (excluding Rent),2017,Wicklow,Euro,18322.5580862907,Eastern & Midland
Disposable Income per Person (excluding Rent),2018,Kilkenny/Carlow,Euro,21388.8017374094,Southern
Disposable Income per Person (excluding Rent),2018,Cavan/Monaghan,Euro,19060.5747528897,Northern & Western
Disposable Income per Person (excluding Rent),2018,Clare,Euro,18982.3211610367,Southern
Disposable Income per Person (excluding Rent),2018,Cork,Euro,21084.0240497198,Southern
Disposable Income per Person (excluding Rent),2018,Donegal,Euro,16309.2879266508,Northern & Western
Disposable Income per Person (excluding Rent),2018,Dublin,Euro,20546.3015605814,Eastern & Midland
Disposable Income per Person (excluding Rent),2018,Galway,Euro,20561.8255971727,Northern & Western
Disposable Income per Person (excluding Rent),2018,Kerry,Euro,18529.7839983222,Southern
Disposable Income per Person (excluding Rent),2018,Kildare,Euro,18761.7392187608,Eastern & Midland
Disposable Income per Person (excluding Rent),2018,Kilkenny/Carlow,Euro,18976.5920608068,Southern
Disposable Income per Person (excluding Rent),2018,Laois/Offaly,Euro,16249.6804071357,Eastern & Midland
Disposable Income per Person (excluding Rent),2018,Sligo/Leitrim,Euro,19207.9631610277,Northern & Western
Disposable Income per Person (excluding Rent),2018,Limerick,Euro,20847.2491450583,Southern
Disposable Income per Person (excluding Rent),2018,Roscommon/Longford,Euro,17443.6225195435,Northern & Western
Disposable Income per Person (excluding Rent),2018,Louth,Euro,17624.3495205079,Eastern & Midland
Disposable Income per Person (excluding Rent),2018,Mayo,Euro,18990.8382639774,Northern & Western
Disposable Income per Person (excluding Rent),2018,Meath,Euro,17700.1547503733,Eastern & Midland
Disposable Income per Person (excluding Rent),2018,Cavan/Monaghan,Euro,18815.8150195713,Northern & Western
Disposable Income per Person (excluding Rent),2018,Laois/Offaly,Euro,17282.6546281307,Eastern & Midland
Disposable Income per Person (excluding Rent),2018,Roscommon/Longford,Euro,18571.8095956176,Northern & Western
Disposable Income per Person (excluding Rent),2018,Sligo/Leitrim,Euro,19278.5773125331,Northern & Western
Disposable Income per Person (excluding Rent),2018,Tipperary,Euro,20831.9685247065,Southern
Disposable Income per Person (excluding Rent),2018,Waterford,Euro,20337.898377778,Southern
Disposable Income per Person (excluding Rent),2018,Westmeath,Euro,18243.548430416,Eastern & Midland
Disposable Income per Person (excluding Rent),2018,Wexford,Euro,19429.2937782845,Southern
Disposable Income per Person (excluding Rent),2018,Wicklow,Euro,18767.6187284804,Eastern & Midland
Disposable Income per Person (excluding Rent),2019,Kilkenny/Carlow,Euro,21948.2325556919,Southern
Disposable Income per Person (excluding Rent),2019,Cavan/Monaghan,Euro,18986.5255924594,Northern & Western
Disposable Income per Person (excluding Rent),2019,Clare,Euro,19762.1812287563,Southern
Disposable Income per Person (excluding Rent),2019,Cork,Euro,21868.3930880544,Southern
Disposable Income per Person (excluding Rent),2019,Donegal,Euro,17185.1135917638,Northern & Western
Disposable Income per Person (excluding Rent),2019,Dublin,Euro,21939.9457998129,Eastern & Midland
Disposable Income per Person (excluding Rent),2019,Galway,Euro,21416.034445098,Northern & Western
Disposable Income per Person (excluding Rent),2019,Kerry,Euro,19541.3058930689,Southern
Disposable Income per Person (excluding Rent),2019,Kildare,Euro,19625.7293781347,Eastern & Midland
Disposable Income per Person (excluding Rent),2019,Kilkenny/Carlow,Euro,19486.616070704,Southern
Disposable Income per Person (excluding Rent),2019,Laois/Offaly,Euro,17658.1134196111,Eastern & Midland
Disposable Income per Person (excluding Rent),2019,Sligo/Leitrim,Euro,19797.6003398049,Northern & Western
Disposable Income per Person (excluding Rent),2019,Limerick,Euro,21726.2864436878,Southern
Disposable Income per Person (excluding Rent),2019,Roscommon/Longford,Euro,18044.6969588125,Northern & Western
Disposable Income per Person (excluding Rent),2019,Louth,Euro,18630.0228812189,Eastern & Midland
Disposable Income per Person (excluding Rent),2019,Mayo,Euro,20124.4383153943,Northern & Western
Disposable Income per Person (excluding Rent),2019,Meath,Euro,18498.8828630466,Eastern & Midland
Disposable Income per Person (excluding Rent),2019,Cavan/Monaghan,Euro,19197.8595405395,Northern & Western
Disposable Income per Person (excluding Rent),2019,Laois/Offaly,Euro,17414.879887234,Eastern & Midland
Disposable Income per Person (excluding Rent),2019,Roscommon/Longford,Euro,19718.6418065813,Northern & Western
Disposable Income per Person (excluding Rent),2019,Sligo/Leitrim,Euro,20317.2239282711,Northern & Western
Disposable Income per Person (excluding Rent),2019,Tipperary,Euro,21748.5919834451,Southern
Disposable Income per Person (excluding Rent),2019,Waterford,Euro,21208.5830589554,Southern
Disposable Income per Person (excluding Rent),2019,Westmeath,Euro,20144.7092927616,Eastern & Midland
Disposable Income per Person (excluding Rent),2019,Wexford,Euro,20225.1292091507,Southern
Disposable Income per Person (excluding Rent),2019,Wicklow,Euro,20278.7580512808,Eastern & Midland
Disposable Income per Person (excluding Rent),2020,Kilkenny/Carlow,Euro,22054.3559108086,Southern
Disposable Income per Person (excluding Rent),2020,Cavan/Monaghan,Euro,19970.1386601085,Northern & Western
Disposable Income per Person (excluding Rent),2020,Clare,Euro,20739.1605305146,Southern
Disposable Income per Person (excluding Rent),2020,Cork,Euro,22780.4799883625,Southern
Disposable Income per Person (excluding Rent),2020,Donegal,Euro,18221.5018053913,Northern & Western
Disposable Income per Person (excluding Rent),2020,Dublin,Euro,22665.0835605365,Eastern & Midland
Disposable Income per Person (excluding Rent),2020,Galway,Euro,23254.5885472257,Northern & Western
Disposable Income per Person (excluding Rent),2020,Kerry,Euro,19871.8181896152,Southern
Disposable Income per Person (excluding Rent),2020,Kildare,Euro,20262.263481134,Eastern & Midland
Disposable Income per Person (excluding Rent),2020,Kilkenny/Carlow,Euro,20027.6676297947,Southern
Disposable Income per Person (excluding Rent),2020,Laois/Offaly,Euro,17805.8129339101,Eastern & Midland
Disposable Income per Person (excluding Rent),2020,Sligo/Leitrim,Euro,21252.0883299215,Northern & Western
Disposable Income per Person (excluding Rent),2020,Limerick,Euro,22968.5272178357,Southern
Disposable Income per Person (excluding Rent),2020,Roscommon/Longford,Euro,19444.8360187448,Northern & Western
Disposable Income per Person (excluding Rent),2020,Louth,Euro,19943.3551771099,Eastern & Midland
Disposable Income per Person (excluding Rent),2020,Mayo,Euro,20993.5201059085,Northern & Western
Disposable Income per Person (excluding Rent),2020,Meath,Euro,18830.8607330132,Eastern & Midland
Disposable Income per Person (excluding Rent),2020,Cavan/Monaghan,Euro,20391.2256222236,Northern & Western
Disposable Income per Person (excluding Rent),2020,Laois/Offaly,Euro,18765.5274082509,Eastern & Midland
Disposable Income per Person (excluding Rent),2020,Roscommon/Longford,Euro,20924.8204134229,Northern & Western
Disposable Income per Person (excluding Rent),2020,Sligo/Leitrim,Euro,21604.3848120329,Northern & Western
Disposable Income per Person (excluding Rent),2020,Tipperary,Euro,21559.7187848871,Southern
Disposable Income per Person (excluding Rent),2020,Waterford,Euro,22162.925034574,Southern
Disposable Income per Person (excluding Rent),2020,Westmeath,Euro,20011.2237054386,Eastern & Midland
Disposable Income per Person (excluding Rent),2020,Wexford,Euro,20599.7553985199,Southern
Disposable Income per Person (excluding Rent),2020,Wicklow,Euro,20842.0978547201,Eastern & Midland
Disposable Income per Person (excluding Rent),2021,Kilkenny/Carlow,Euro,23791.6794841425,Southern
Disposable Income per Person (excluding Rent),2021,Cavan/Monaghan,Euro,21236.7472374346,Northern & Western
Disposable Income per Person (excluding Rent),2021,Clare,Euro,20731.7885886018,Southern
Disposable Income per Person (excluding Rent),2021,Cork,Euro,23806.7212499174,Southern
Disposable Income per Person (excluding Rent),2021,Donegal,Euro,18986.0330007214,Northern & Western
Disposable Income per Person (excluding Rent),2021,Dublin,Euro,23410.1347695914,Eastern & Midland
Disposable Income per Person (excluding Rent),2021,Galway,Euro,22550.4823555505,Northern & Western
Disposable Income per Person (excluding Rent),2021,Kerry,Euro,21454.6097642254,Southern
Disposable Income per Person (excluding Rent),2021,Kildare,Euro,21417.5242218855,Eastern & Midland
Disposable Income per Person (excluding Rent),2021,Kilkenny/Carlow,Euro,20471.5867829914,Southern
Disposable Income per Person (excluding Rent),2021,Laois/Offaly,Euro,18591.7289057793,Eastern & Midland
Disposable Income per Person (excluding Rent),2021,Sligo/Leitrim,Euro,21574.0497818728,Northern & Western
Disposable Income per Person (excluding Rent),2021,Limerick,Euro,23286.0258309309,Southern
Disposable Income per Person (excluding Rent),2021,Roscommon/Longford,Euro,20089.4612930209,Northern & Western
Disposable Income per Person (excluding Rent),2021,Louth,Euro,20841.8771985262,Eastern & Midland
Disposable Income per Person (excluding Rent),2021,Mayo,Euro,21588.1449703066,Northern & Western
Disposable Income per Person (excluding Rent),2021,Meath,Euro,20161.683909746,Eastern & Midland
Disposable Income per Person (excluding Rent),2021,Cavan/Monaghan,Euro,21396.4419810556,Northern & Western
Disposable Income per Person (excluding Rent),2021,Laois/Offaly,Euro,19352.3649103591,Eastern & Midland
Disposable Income per Person (excluding Rent),2021,Roscommon/Longford,Euro,21171.9511767823,Northern & Western
Disposable Income per Person (excluding Rent),2021,Sligo/Leitrim,Euro,21552.3585729834,Northern & Western
Disposable Income per Person (excluding Rent),2021,Tipperary,Euro,23719.1310542552,Southern
Disposable Income per Person (excluding Rent),2021,Waterford,Euro,22642.5236523021,Southern
Disposable Income per Person (excluding Rent),2021,Westmeath,Euro,21677.0685040032,Eastern & Midland
Disposable Income per Person (excluding Rent),2021,Wexford,Euro,22046.4936709917,Southern
Disposable Income per Person (excluding Rent),2021,Wicklow,Euro,21623.1951126941,Eastern & Midland
Disposable Income per Person (excluding Rent),2022,Kilkenny/Carlow,Euro,25029.3254853544,Southern
Disposable Income per Person (excluding Rent),2022,Cavan/Monaghan,Euro,22042.7972168595,Northern & Western
Disposable Income per Person (excluding Rent),2022,Clare,Euro,21772.8609841761,Southern
Disposable Income per Person (excluding Rent),2022,Cork,Euro,24877.057866787,Southern
Disposable Income per Person (excluding Rent),2022,Donegal,Euro,20160.2828639212,Northern & Western
Disposable Income per Person (excluding Rent),2022,Dublin,Euro,24557.2606452571,Eastern & Midland
Disposable Income per Person (excluding Rent),2022,Galway,Euro,23372.4297530467,Northern & Western
Disposable Income per Person (excluding Rent),2022,Kerry,Euro,23217.4519724981,Southern
Disposable Income per Person (excluding Rent),2022,Kildare,Euro,22161.2696757909,Eastern & Midland
Disposable Income per Person (excluding Rent),2022,Kilkenny/Carlow,Euro,22078.4047309185,Southern
Disposable Income per Person (excluding Rent),2022,Laois/Offaly,Euro,19478.6428304454,Eastern & Midland
Disposable Income per Person (excluding Rent),2022,Sligo/Leitrim,Euro,22005.2791639184,Northern & Western
Disposable Income per Person (excluding Rent),2022,Limerick,Euro,24287.883421791,Southern
Disposable Income per Person (excluding Rent),2022,Roscommon/Longford,Euro,20240.3749819864,Northern & Western
Disposable Income per Person (excluding Rent),2022,Louth,Euro,21771.4556619525,Eastern & Midland
Disposable Income per Person (excluding Rent),2022,Mayo,Euro,22365.3708819491,Northern & Western
Disposable Income per Person (excluding Rent),2022,Meath,Euro,20751.0445573542,Eastern & Midland
Disposable Income per Person (excluding Rent),2022,Cavan/Monaghan,Euro,22377.4917368714,Northern & Western
Disposable Income per Person (excluding Rent),2022,Laois/Offaly,Euro,20495.8158735081,Eastern & Midland
Disposable Income per Person (excluding Rent),2022,Roscommon/Longford,Euro,21434.0565093958,Northern & Western
Disposable Income per Person (excluding Rent),2022,Sligo/Leitrim,Euro,21964.7387885119,Northern & Western
Disposable Income per Person (excluding Rent),2022,Tipperary,Euro,25258.1329010172,Southern
Disposable Income per Person (excluding Rent),2022,Waterford,Euro,23397.6846188313,Southern
Disposable Income per Person (excluding Rent),2022,Westmeath,Euro,22512.4956263643,Eastern & Midland
Disposable Income per Person (excluding Rent),2022,Wexford,Euro,23094.1489631319,Southern
Disposable Income per Person (excluding Rent),2022,Wicklow,Euro,22822.0475832401,Eastern & Midland
Disposable Income per Person (excluding Rent),2023,Kilkenny/Carlow,Euro,26925.775250826,Southern
Disposable Income per Person (excluding Rent),2023,Cavan/Monaghan,Euro,23817.5827147472,Northern & Western
Disposable Income per Person (excluding Rent),2023,Clare,Euro,23191.2951224279,Southern
Disposable Income per Person (excluding Rent),2023,Cork,Euro,26623.1753382925,Southern
Disposable Income per Person (excluding Rent),2023,Donegal,Euro,21970.2288398097,Northern & Western
Disposable Income per Person (excluding Rent),2023,Dublin,Euro,27118.1837347053,Eastern & Midland
Disposable Income per Person (excluding Rent),2023,Galway,Euro,25210.2256321182,Northern & Western
Disposable Income per Person (excluding Rent),2023,Kerry,Euro,24605.1281664299,Southern
Disposable Income per Person (excluding Rent),2023,Kildare,Euro,25347.3043542442,Eastern & Midland
Disposable Income per Person (excluding Rent),2023,Kilkenny/Carlow,Euro,24699.1579318479,Southern
Disposable Income per Person (excluding Rent),2023,Laois/Offaly,Euro,21850.3168425084,Eastern & Midland
Disposable Income per Person (excluding Rent),2023,Sligo/Leitrim,Euro,23042.4684320896,Northern & Western
Disposable Income per Person (excluding Rent),2023,Limerick,Euro,26491.9763327839,Southern
Disposable Income per Person (excluding Rent),2023,Roscommon/Longford,Euro,21632.0233767595,Northern & Western
Disposable Income per Person (excluding Rent),2023,Louth,Euro,24919.0049203897,Eastern & Midland
Disposable Income per Person (excluding Rent),2023,Mayo,Euro,24480.7040442338,Northern & Western
Disposable Income per Person (excluding Rent),2023,Meath,Euro,23310.6771756202,Eastern & Midland
Disposable Income per Person (excluding Rent),2023,Cavan/Monaghan,Euro,24335.7834916928,Northern & Western
Disposable Income per Person (excluding Rent),2023,Laois/Offaly,Euro,23141.2774082318,Eastern & Midland
Disposable Income per Person (excluding Rent),2023,Roscommon/Longford,Euro,22582.6299647802,Northern & Western
Disposable Income per Person (excluding Rent),2023,Sligo/Leitrim,Euro,23640.4735931082,Northern & Western
Disposable Income per Person (excluding Rent),2023,Tipperary,Euro,27521.5485045266,Southern
Disposable Income per Person (excluding Rent),2023,Waterford,Euro,26045.4485400432,Southern
Disposable Income per Person (excluding Rent),2023,Westmeath,Euro,24855.3437254707,Eastern & Midland
Disposable Income per Person (excluding Rent),2023,Wexford,Euro,24997.5577236546,Southern
Disposable Income per Person (excluding Rent),2023,Wicklow,Euro,25554.3241648935,Eastern & Midland
Disposable Income per Person (excluding Rent),2024,Kilkenny/Carlow,Euro,28794.9352595036,Southern
Disposable Income per Person (excluding Rent),2024,Cavan/Monaghan,Euro,24961.9989324128,Northern & Western
Disposable Income per Person (excluding Rent),2024,Clare,Euro,24172.4561297388,Southern
Disposable Income per Person (excluding Rent),2024,Cork,Euro,28260.4543964102,Southern
Disposable Income per Person (excluding Rent),2024,Donegal,Euro,23418.8340792386,Northern & Western
Disposable Income per Person (excluding Rent),2024,Dublin,Euro,29062.5146826892,Eastern & Midland
Disposable Income per Person (excluding Rent),2024,Galway,Euro,26827.4666538853,Northern & Western
Disposable Income per Person (excluding Rent),2024,Kerry,Euro,25786.7823580741,Southern
Disposable Income per Person (excluding Rent),2024,Kildare,Euro,28441.3331903199,Eastern & Midland
Disposable Income per Person (excluding Rent),2024,Kilkenny/Carlow,Euro,26448.274150801,Southern
Disposable Income per Person (excluding Rent),2024,Laois/Offaly,Euro,23920.9412926192,Eastern & Midland
Disposable Income per Person (excluding Rent),2024,Sligo/Leitrim,Euro,23622.8506722928,Northern & Western
Disposable Income per Person (excluding Rent),2024,Limerick,Euro,28375.3657636562,Southern
Disposable Income per Person (excluding Rent),2024,Roscommon/Longford,Euro,22159.69400969,Northern & Western
Disposable Income per Person (excluding Rent),2024,Louth,Euro,28516.2795250131,Eastern & Midland
Disposable Income per Person (excluding Rent),2024,Mayo,Euro,25719.3129335147,Northern & Western
Disposable Income per Person (excluding Rent),2024,Meath,Euro,24976.3067537457,Eastern & Midland
Disposable Income per Person (excluding Rent),2024,Cavan/Monaghan,Euro,25574.8259844663,Northern & Western
Disposable Income per Person (excluding Rent),2024,Laois/Offaly,Euro,25540.6500624973,Eastern & Midland
Disposable Income per Person (excluding Rent),2024,Roscommon/Longford,Euro,23330.1090326611,Northern & Western
Disposable Income per Person (excluding Rent),2024,Sligo/Leitrim,Euro,25079.3345137174,Northern & Western
Disposable Income per Person (excluding Rent),2024,Tipperary,Euro,29298.3516820902,Southern
Disposable Income per Person (excluding Rent),2024,Waterford,Euro,27595.1798886087,Southern
Disposable Income per Person (excluding Rent),2024,Westmeath,Euro,27029.9342191304,Eastern & Midland
Disposable Income per Person (excluding Rent),2024,Wexford,Euro,26303.3987577449,Southern
Disposable Income per Person (excluding Rent),2024,Wicklow,Euro,28118.9306685588,Eastern & Midland
Index of Disposable Income per Person (excluding Rent),2000,Kilkenny/Carlow,State=100,108.993847223734,Southern
Index of Disposable Income per Person (excluding Rent),2000,Cavan/Monaghan,State=100,103.817388333847,Northern & Western
Index of Disposable Income per Person (excluding Rent),2000,Clare,State=100,97.3191536167886,Southern
Index of Disposable Income per Person (excluding Rent),2000,Cork,State=100,106.868544860757,Southern
Index of Disposable Income per Person (excluding Rent),2000,Donegal,State=100,82.3490924223728,Northern & Western
Index of Disposable Income per Person (excluding Rent),2000,Dublin,State=100,100.898128312608,Eastern & Midland
Index of Disposable Income per Person (excluding Rent),2000,Galway,State=100,102.556878654718,Northern & Western
Index of Disposable Income per Person (excluding Rent),2000,Kerry,State=100,92.8164608580416,Southern
Index of Disposable Income per Person (excluding Rent),2000,Kildare,State=100,105.207961269967,Eastern & Midland
Index of Disposable Income per Person (excluding Rent),2000,Kilkenny/Carlow,State=100,96.7854784820148,Southern
Index of Disposable Income per Person (excluding Rent),2000,Laois/Offaly,State=100,96.2728742374295,Eastern & Midland
Index of Disposable Income per Person (excluding Rent),2000,Sligo/Leitrim,State=100,97.9370307193975,Northern & Western
Index of Disposable Income per Person (excluding Rent),2000,Limerick,State=100,98.0773093923752,Southern
Index of Disposable Income per Person (excluding Rent),2000,Roscommon/Longford,State=100,93.5483989557782,Northern & Western
Index of Disposable Income per Person (excluding Rent),2000,Louth,State=100,96.7916936640839,Eastern & Midland
Index of Disposable Income per Person (excluding Rent),2000,Mayo,State=100,90.9966438690909,Northern & Western
Index of Disposable Income per Person (excluding Rent),2000,Meath,State=100,108.796040661539,Eastern & Midland
Index of Disposable Income per Person (excluding Rent),2000,Cavan/Monaghan,State=100,91.9530253382773,Northern & Western
Index of Disposable Income per Person (excluding Rent),2000,Laois/Offaly,State=100,88.4934398405502,Eastern & Midland
Index of Disposable Income per Person (excluding Rent),2000,Roscommon/Longford,State=100,91.7561334031129,Northern & Western
Index of Disposable Income per Person (excluding Rent),2000,Sligo/Leitrim,State=100,90.9640604441602,Northern & Western
Index of Disposable Income per Person (excluding Rent),2000,Tipperary,State=100,101.295114854423,Southern
Index of Disposable Income per Person (excluding Rent),2000,Waterford,State=100,101.217031252894,Southern
Index of Disposable Income per Person (excluding Rent),2000,Westmeath,State=100,100.485907378499,Eastern & Midland
Index of Disposable Income per Person (excluding Rent),2000,Wexford,State=100,106.431986602652,Southern
Index of Disposable Income per Person (excluding Rent),2000,Wicklow,State=100,99.1513259396557,Eastern & Midland
Index of Disposable Income per Person (excluding Rent),2001,Kilkenny/Carlow,State=100,109.363064972151,Southern
Index of Disposable Income per Person (excluding Rent),2001,Cavan/Monaghan,State=100,104.475511533986,Northern & Western
Index of Disposable Income per Person (excluding Rent),2001,Clare,State=100,96.8727596602293,Southern
Index of Disposable Income per Person (excluding Rent),2001,Cork,State=100,107.305332425178,Southern
Index of Disposable Income per Person (excluding Rent),2001,Donegal,State=100,83.3876293061662,Northern & Western
Index of Disposable Income per Person (excluding Rent),2001,Dublin,State=100,101.534250035942,Eastern & Midland
Index of Disposable Income per Person (excluding Rent),2001,Galway,State=100,101.224980085343,Northern & Western
Index of Disposable Income per Person (excluding Rent),2001,Kerry,State=100,92.7380420084569,Southern
Index of Disposable Income per Person (excluding Rent),2001,Kildare,State=100,102.600421248407,Eastern & Midland
Index of Disposable Income per Person (excluding Rent),2001,Kilkenny/Carlow,State=100,97.7272266657807,Southern
Index of Disposable Income per Person (excluding Rent),2001,Laois/Offaly,State=100,96.1713843805749,Eastern & Midland
Index of Disposable Income per Person (excluding Rent),2001,Sligo/Leitrim,State=100,99.2584717619659,Northern & Western
Index of Disposable Income per Person (excluding Rent),2001,Limerick,State=100,97.3498659646221,Southern
Index of Disposable Income per Person (excluding Rent),2001,Roscommon/Longford,State=100,93.7079024992882,Northern & Western
Index of Disposable Income per Person (excluding Rent),2001,Louth,State=100,96.7049762360051,Eastern & Midland
Index of Disposable Income per Person (excluding Rent),2001,Mayo,State=100,90.5853868202116,Northern & Western
Index of Disposable Income per Person (excluding Rent),2001,Meath,State=100,105.775557087764,Eastern & Midland
Index of Disposable Income per Person (excluding Rent),2001,Cavan/Monaghan,State=100,92.7496184560818,Northern & Western
